Unnamed: 0,hour,day_of_week,is_weekend,is_holiday,temperature,precipitation,wind_speed,congestion
463,9.0,6.0,1,0,24.28,3.4,5.06,40.7
464,8.0,0.0,0,0,29.33,0.0,4.53,70.92
465,18.0,2.0,0,0,28.05,0.14,2.87,78.84
466,14.0,5.0,1,0,32.25,0.11,6.01,35.96
467,18.0,2.0,0,0,27.86,0.0,2.96,80.0
468,8.0,0.0,0,0,29.55,0.11,4.48,73.79
469,14.0,5.0,1,0,32.19,0.07,6.23,34.15
470,9.0,6.0,1,0,24.0,2.78,5.03,43.08
471,20.0,4.0,0,1,22.22,8.0,1.95,27.68
472,18.0,2.0,0,0,28.23,0.0,3.0,77.87
473,9.0,6.0,1,0,24.14,3.25,5.04,42.69
474,20.0,4.0,0,1,22.63,7.69,2.06,27.71
475,8.0,0.0,0,0,29.41,0.09,4.54,72.92
476,8.0,0.0,0,0,29.63,0.0,4.58,70.11
477,8.0,0.0,0,0,29.57,0.13,4.51,72.47
478,8.0,0.0,0,0,29.09,0.0,4.45,73.82
479,20.0,4.0,0,1,22.47,8.14,1.91,28.66
480,8.0,0.0,0,0,29.78,0.0,4.58,74.18
481,18.0,2.0,0,0,27.85,0.09,2.99,78.29
482,9.0,6.0,1,0,24.05,3.21,5.11,41.18
483,14.0,5.0,1,0,32.19,0.17,6.0,32.87
484,8.0,0.0,0,0,29.6,0.35,4.52,71.36
485,20.0,4.0,0,1,22.36,7.99,1.93,28.63
486,14.0,5.0,1,0,32.01,0.0,5.98,34.15
487,8.0,0.0,0,0,29.34,0.27,4.48,72.67
488,8.0,0.0,0,0,29.66,0.17,4.48,73.97
489,8.0,0.0,0,0,29.13,0.0,4.48,73.77
490,18.0,2.0,0,0,28.03,0.0,3.0,78.7
491,18.0,2.0,0,0,28.09,0.01,3.06,76.6
492,9.0,6.0,1,0,24.06,3.21,5.06,38.71
493,9.0,6.0,1,0,23.81,3.09,4.91,40.19
494,9.0,6.0,1,1,24.31,3.16,5.09,42.69
495,14.0,5.0,1,0,32.06,0.05,6.1,32.78
496,8.0,0.0,0,0,29.2,0.29,4.59,75.12
497,18.0,2.0,0,0,28.22,0.0,3.11,77.77
498,20.0,4.0,0,1,22.21,7.89,1.91,30.64
499,18.0,2.0,0,0,28.43,0.17,2.99,77.65
500,14.0,5.0,1,0,32.07,0.0,6.07,35.08
501,18.0,2.0,0,0,27.94,0.24,3.04,79.96
502,8.0,0.0,0,0,29.52,0.0,4.4,73.43
503,9.0,6.0,1,0,23.69,3.15,5.07,42.21
504,20.0,4.0,0,1,22.4,8.1,1.95,29.2
505,20.0,4.0,0,1,22.19,8.07,1.99,27.08
506,20.0,4.0,0,1,22.24,8.08,1.96,28.67
507,8.0,0.0,0,0,29.62,0.0,4.47,72.96
508,14.0,5.0,1,0,32.13,0.1,5.93,33.95
509,14.0,5.0,1,0,31.95,0.17,5.93,35.34
510,14.0,5.0,1,0,31.69,0.0,5.95,34.03
511,14.0,5.0,1,0,32.31,0.0,5.9,33.63
512,14.0,5.0,1,0,31.96,0.09,5.89,34.34
513,9.0,6.0,1,0,24.2,3.2,5.05,41.64
514,14.0,5.0,1,0,31.92,0.17,6.01,34.87
515,14.0,5.0,1,0,32.18,0.21,5.95,33.7
516,9.0,6.0,1,0,23.76,3.14,5.01,41.15
517,18.0,2.0,0,0,28.38,0.13,3.03,79.38
518,14.0,5.0,1,0,32.08,0.02,6.02,35.19
519,18.0,2.0,0,0,28.13,0.12,2.88,80.04
520,20.0,4.0,0,1,22.16,7.98,2.07,28.87
521,14.0,5.0,1,0,32.08,0.0,5.99,34.42
522,8.0,0.0,0,0,29.55,0.13,4.5,72.77
523,9.0,6.0,1,0,23.85,2.9,5.12,40.67
524,20.0,4.0,0,1,22.26,7.88,1.99,27.01
525,18.0,2.0,0,0,28.08,0.0,3.02,78.92
526,9.0,6.0,1,0,24.16,3.1,4.91,40.63
527,9.0,6.0,1,0,23.92,3.37,4.9,40.67
528,18.0,2.0,0,0,28.03,0.05,3.06,78.51
529,18.0,2.0,0,0,28.19,0.13,2.92,79.27
530,18.0,2.0,0,0,27.89,0.0,2.9,79.7
531,8.0,0.0,0,0,29.56,0.0,4.61,71.53
532,18.0,2.0,0,0,28.41,0.0,3.13,79.73
533,18.0,2.0,0,0,28.17,0.0,2.98,79.77
534,18.0,2.0,0,0,28.47,0.0,3.13,79.5
535,8.0,0.0,0,0,29.45,0.17,4.46,70.29
536,20.0,4.0,0,1,22.61,8.01,2.08,28.64
537,9.0,6.0,1,0,23.63,3.34,4.94,42.11
538,9.0,6.0,1,0,24.04,3.17,4.82,41.44
539,20.0,4.0,0,1,22.58,8.32,2.09,28.02
540,18.0,2.0,0,0,27.97,0.0,3.08,79.1
541,9.0,6.0,1,0,23.8,3.31,5.03,41.38
542,9.0,6.0,1,0,24.1,3.39,4.95,42.17
543,20.0,4.0,0,1,22.29,7.86,1.93,27.92
544,14.0,5.0,1,0,32.13,0.16,6.1,34.82
545,20.0,4.0,0,1,22.21,8.22,1.97,28.99
546,20.0,4.0,0,1,22.32,7.94,2.05,27.44
547,9.0,6.0,1,0,23.88,3.2,5.0,41.17
548,8.0,0.0,0,0,29.62,0.12,4.45,71.15
549,20.0,4.0,0,1,22.34,7.86,1.94,28.04
550,18.0,2.0,0,0,28.35,0.0,3.02,78.44
551,20.0,4.0,0,1,22.34,8.03,1.99,29.25
552,20.0,4.0,0,1,22.32,8.2,1.95,29.36
553,8.0,0.0,0,0,29.28,0.0,4.51,71.89
554,14.0,5.0,1,0,31.89,0.0,6.1,35.9
555,18.0,2.0,0,0,28.06,0.1,3.14,78.4
556,9.0,6.0,1,0,23.81,3.0,4.99,40.88
557,18.0,2.0,0,0,28.1,0.04,2.9,78.68
558,9.0,6.0,1,0,23.84,3.0,5.06,41.59
559,18.0,2.0,0,0,28.15,0.11,2.94,78.33
560,14.0,5.0,1,0,31.83,0.27,6.07,33.96
561,9.0,6.0,1,0,24.2,3.03,4.94,41.08
562,18.0,2.0,0,0,28.28,0.05,2.97,79.32
563,9.0,6.0,1,0,23.99,2.91,5.06,40.03
564,20.0,4.0,0,1,21.98,8.22,1.97,28.47
565,9.0,6.0,1,0,23.84,3.23,5.0,42.8
566,18.0,2.0,0,0,28.22,0.01,2.99,78.59
567,18.0,2.0,0,0,27.9,0.38,3.11,79.52
568,14.0,5.0,1,0,31.83,0.01,6.02,32.93
569,20.0,4.0,0,1,22.22,7.76,1.95,29.38
570,9.0,6.0,1,0,24.0,3.13,4.92,41.93
571,18.0,2.0,0,0,28.18,0.07,2.85,78.56
572,8.0,0.0,0,0,29.31,0.0,4.5,71.43
573,14.0,5.0,1,0,31.9,0.0,6.03,34.67
574,8.0,0.0,0,0,29.35,0.0,4.49,71.52
575,20.0,4.0,0,1,22.11,7.87,2.08,30.17
576,8.0,0.0,0,0,29.44,0.03,4.43,72.09
577,14.0,5.0,1,0,32.01,0.0,5.91,34.89
578,18.0,2.0,0,0,28.17,0.07,2.89,80.31
579,8.0,0.0,0,0,29.78,0.0,4.67,74.3
580,9.0,6.0,1,0,23.92,3.21,5.01,40.14
581,14.0,5.0,1,0,32.0,0.0,6.03,33.94
582,14.0,5.0,1,0,31.73,0.0,5.96,33.93
583,18.0,2.0,0,0,27.97,0.29,3.06,79.47
584,20.0,4.0,0,1,22.23,7.96,2.0,30.22
585,18.0,2.0,0,0,27.75,0.02,2.87,79.68
586,14.0,5.0,1,0,32.1,0.13,5.92,35.42
587,14.0,5.0,1,0,32.23,0.0,6.1,33.71
588,14.0,5.0,1,0,31.97,0.0,5.87,33.56
589,18.0,2.0,0,0,27.87,0.09,3.03,76.98
590,9.0,6.0,1,0,24.03,3.03,5.1,41.42
591,18.0,2.0,0,0,28.29,0.0,2.96,78.67
592,20.0,4.0,0,1,22.23,7.92,1.96,28.49
593,8.0,0.0,0,0,29.38,0.16,4.56,71.22
594,9.0,6.0,1,0,24.01,3.27,5.07,40.65
595,9.0,6.0,1,0,24.22,3.16,4.96,42.37
596,20.0,4.0,0,1,22.04,8.13,1.93,27.35
597,9.0,6.0,1,0,23.48,3.14,4.93,40.03
598,14.0,5.0,1,0,31.88,0.0,6.04,33.93
599,8.0,0.0,0,0,29.36,0.0,4.62,71.41
600,9.0,6.0,1,0,23.68,3.35,4.96,42.46
601,9.0,6.0,1,0,23.82,3.08,4.9,41.19
602,8.0,0.0,0,0,29.53,0.0,4.53,74.43
603,9.0,6.0,1,0,23.93,3.17,5.04,42.84
604,20.0,4.0,0,1,22.23,8.23,2.15,27.62
605,20.0,4.0,0,1,22.0,7.92,2.04,31.09
606,8.0,0.0,0,0,29.33,0.0,4.44,73.15
607,9.0,6.0,1,0,23.98,3.16,5.05,41.64
608,8.0,0.0,0,0,29.28,0.12,4.42,72.92
609,18.0,2.0,0,0,28.05,0.0,2.99,79.45
610,8.0,0.0,0,0,29.71,0.07,4.5,73.56
611,14.0,5.0,1,0,31.77,0.03,6.07,32.91
612,20.0,4.0,0,1,22.37,8.2,2.05,26.44
613,18.0,2.0,0,0,28.07,0.12,3.03,78.15
614,20.0,4.0,0,1,22.32,8.02,2.08,29.79
615,14.0,5.0,1,0,32.15,0.0,5.94,33.82
616,9.0,6.0,1,0,24.21,3.0,4.86,42.43
617,9.0,6.0,1,0,23.99,3.32,4.86,41.69
618,14.0,5.0,1,0,32.11,0.0,5.92,34.38
619,20.0,4.0,0,1,22.31,8.09,1.94,28.63
620,18.0,2.0,0,0,27.82,0.24,2.98,78.68
621,14.0,5.0,1,0,31.86,0.0,5.86,33.8
622,8.0,0.0,0,0,29.8,0.0,4.42,73.47
623,14.0,5.0,1,0,32.15,0.19,6.01,33.18
624,9.0,6.0,1,0,24.02,3.17,5.08,42.45
625,20.0,4.0,0,1,22.19,8.11,2.02,27.06
626,14.0,5.0,1,0,32.45,0.0,5.94,34.29
627,14.0,5.0,1,0,32.21,0.36,6.05,32.9
628,18.0,2.0,0,0,28.45,0.0,2.94,77.79
629,8.0,0.0,0,0,29.51,0.06,4.45,73.49
630,20.0,4.0,0,1,22.12,8.19,1.93,30.27
631,18.0,2.0,0,0,28.22,0.0,2.96,78.55
632,8.0,0.0,0,0,29.39,0.0,4.51,70.12
633,9.0,6.0,1,0,23.79,2.94,4.87,40.31
634,9.0,6.0,1,0,23.83,2.85,5.11,41.1
635,8.0,0.0,0,0,29.49,0.0,4.6,74.15
636,9.0,6.0,1,0,23.85,3.12,4.99,41.78
637,18.0,2.0,0,0,27.96,0.0,2.98,78.37
638,9.0,6.0,1,0,24.02,3.08,4.99,42.52
639,14.0,5.0,1,0,31.96,0.0,5.95,34.38
640,18.0,2.0,0,0,28.15,0.0,2.96,77.87
641,9.0,6.0,1,0,24.09,3.29,5.01,41.6
642,18.0,2.0,0,0,28.37,0.0,2.99,80.34
643,20.0,4.0,0,1,22.37,7.92,1.89,29.78
644,9.0,6.0,1,0,23.89,3.33,4.99,40.6
645,20.0,4.0,0,1,22.27,7.79,2.03,28.83
646,18.0,2.0,0,0,27.86,0.0,3.0,77.12
647,18.0,2.0,0,0,28.18,0.17,3.03,80.28
648,9.0,6.0,1,0,23.96,3.19,4.97,41.68
649,20.0,4.0,0,1,22.55,8.09,1.89,28.74
650,20.0,4.0,0,1,22.15,8.13,1.88,30.06
651,20.0,4.0,0,1,21.88,7.95,1.99,28.79
652,20.0,4.0,0,1,22.31,7.93,2.01,28.61
653,20.0,4.0,0,1,22.41,8.08,2.0,29.55
654,18.0,2.0,0,0,28.02,0.0,2.99,78.82
655,8.0,0.0,0,0,29.7,0.14,4.48,71.79
656,8.0,0.0,0,0,29.47,0.0,4.47,73.79
657,9.0,6.0,1,0,23.82,3.12,5.11,42.38
658,20.0,4.0,0,1,22.24,7.97,2.04,28.05
659,20.0,4.0,0,1,22.45,7.99,1.99,28.23
660,14.0,5.0,1,0,31.92,0.14,6.01,34.25
661,8.0,0.0,0,0,29.74,0.12,4.49,72.34
662,9.0,6.0,1,0,23.9,3.45,5.09,41.99
663,20.0,4.0,0,1,22.35,8.12,2.14,28.14
664,9.0,6.0,1,0,23.83,3.46,4.96,40.5
665,14.0,5.0,1,0,32.13,0.26,5.99,34.73
666,20.0,4.0,0,1,22.76,7.79,1.9,28.95
667,14.0,5.0,1,0,32.21,0.0,5.88,34.64
668,20.0,4.0,0,1,22.07,7.94,1.92,28.64
669,9.0,6.0,1,0,23.91,2.95,5.02,44.28
670,18.0,2.0,0,0,28.25,0.0,2.98,78.7
671,18.0,2.0,0,0,27.94,0.0,3.06,81.07
672,20.0,4.0,0,1,22.43,7.8,2.0,26.77
673,18.0,2.0,0,0,28.14,0.14,2.98,80.25
674,14.0,5.0,1,0,31.85,0.0,5.97,33.79
675,18.0,2.0,0,0,28.19,0.0,2.89,80.81
676,14.0,5.0,1,0,31.73,0.01,5.95,32.6
677,9.0,6.0,1,0,24.24,3.39,4.99,42.72
678,18.0,2.0,0,0,28.11,0.01,2.97,78.58
679,8.0,0.0,0,0,29.43,0.0,4.55,72.05
680,18.0,2.0,0,0,28.18,0.03,3.09,79.39
681,20.0,4.0,0,1,22.48,7.89,2.05,29.68
682,9.0,6.0,1,0,23.99,3.28,5.1,42.53
683,14.0,5.0,1,0,32.34,0.0,5.94,34.98
684,14.0,5.0,1,0,32.15,0.01,6.03,34.66
685,9.0,6.0,1,0,23.73,3.02,5.0,40.95
686,18.0,2.0,0,0,28.28,0.0,2.97,79.64
687,14.0,5.0,1,0,31.88,0.14,5.97,35.11
688,14.0,5.0,1,0,31.81,0.0,6.07,33.57
689,14.0,5.0,1,0,31.98,0.05,6.09,35.0
690,9.0,6.0,1,0,24.17,3.09,4.95,41.88
691,14.0,5.0,1,0,31.99,0.01,6.01,34.05
692,9.0,6.0,1,0,24.09,3.12,5.08,43.16
693,20.0,4.0,0,1,22.74,8.04,2.09,28.44
694,9.0,6.0,1,0,23.97,3.3,5.13,41.41
695,8.0,0.0,0,0,29.36,0.0,4.39,73.22
696,14.0,5.0,1,0,32.19,0.23,5.93,33.34
697,8.0,0.0,0,0,29.48,0.02,4.41,72.41
698,20.0,4.0,0,1,22.18,7.98,1.96,26.13
699,8.0,0.0,0,0,29.22,0.27,4.6,71.91
700,18.0,2.0,0,0,27.92,0.29,2.88,78.61
701,20.0,4.0,0,1,22.52,8.12,2.06,28.12
702,14.0,5.0,1,0,31.75,0.0,6.03,34.9
703,14.0,5.0,1,0,32.03,0.0,5.99,34.96
704,9.0,6.0,1,0,23.99,3.19,5.06,42.73
705,9.0,6.0,1,0,24.14,3.07,5.06,40.24
706,20.0,4.0,0,1,22.45,8.17,2.01,28.77
707,14.0,5.0,1,0,32.01,0.0,6.05,32.29
708,18.0,2.0,0,1,28.14,0.0,2.93,80.24
709,9.0,6.0,1,0,23.76,3.23,4.95,41.59
710,20.0,4.0,0,1,21.93,7.99,1.99,28.27
711,8.0,0.0,0,0,29.32,0.16,4.49,70.98
712,9.0,6.0,1,0,23.86,2.77,4.98,41.45
713,14.0,5.0,1,0,32.01,0.04,6.08,34.21
714,14.0,5.0,1,0,31.83,0.1,6.09,33.99
715,8.0,0.0,0,0,29.32,0.07,4.44,72.4
716,20.0,4.0,0,1,22.18,7.87,2.06,29.06
717,20.0,4.0,0,1,22.37,7.91,2.09,28.02
718,14.0,5.0,1,0,31.93,0.0,6.02,35.08
719,8.0,0.0,0,0,29.28,0.0,4.4,73.65
720,18.0,2.0,0,0,28.19,0.29,2.97,77.35
721,18.0,2.0,0,0,28.23,0.02,3.05,81.47
722,9.0,6.0,1,0,23.97,2.98,4.96,42.21
723,20.0,4.0,0,1,22.53,7.83,1.97,28.44
724,14.0,5.0,1,0,31.75,0.03,5.89,34.46
725,8.0,0.0,0,0,29.63,0.0,4.44,71.98
726,18.0,2.0,0,0,28.16,0.26,3.01,79.92
727,18.0,2.0,0,0,27.93,0.17,2.91,79.34
728,20.0,4.0,0,1,22.37,7.98,2.04,30.15
729,8.0,0.0,0,0,29.5,0.0,4.53,71.98
730,18.0,2.0,0,0,27.77,0.0,3.0,79.45
731,18.0,2.0,0,0,28.12,0.13,2.96,77.11
732,14.0,5.0,1,0,32.2,0.0,6.09,33.63
733,9.0,6.0,1,0,24.08,3.26,4.96,41.57
734,18.0,2.0,0,0,27.92,0.38,2.97,81.31
735,14.0,5.0,1,0,32.04,0.0,5.97,34.18
736,14.0,5.0,1,0,31.98,0.09,6.07,34.14
737,20.0,4.0,0,1,22.57,8.16,2.01,30.74
738,18.0,2.0,0,0,28.09,0.0,2.92,77.28
739,18.0,2.0,0,0,28.18,0.0,3.11,79.58
740,9.0,6.0,1,0,23.69,3.08,5.0,42.45
741,9.0,6.0,1,0,23.94,3.08,5.03,42.96
742,14.0,5.0,1,0,32.15,0.0,6.01,34.05
743,14.0,5.0,1,0,32.14,0.0,6.06,34.9
744,14.0,5.0,1,0,31.9,0.0,5.99,33.95
745,18.0,2.0,0,0,27.97,0.3,3.0,79.69
746,8.0,0.0,0,0,29.6,0.09,4.45,72.27
747,18.0,2.0,0,0,28.36,0.0,3.01,79.03
748,20.0,4.0,0,1,22.5,8.24,1.98,31.16
749,14.0,5.0,1,0,32.07,0.0,5.96,34.98
750,18.0,2.0,0,0,28.44,0.0,2.88,78.42
751,18.0,2.0,0,0,27.83,0.0,3.05,79.42
752,9.0,6.0,1,0,24.02,3.12,4.99,41.23
753,20.0,4.0,0,1,22.73,8.06,1.99,26.96
754,9.0,6.0,1,0,23.87,3.1,5.11,41.73
755,18.0,2.0,0,0,28.36,0.0,2.9,76.98
756,8.0,0.0,0,0,29.41,0.11,4.46,72.21
757,18.0,2.0,0,0,28.33,0.0,3.09,77.31
758,20.0,4.0,0,1,22.34,7.95,2.02,29.64
759,9.0,6.0,1,0,24.08,3.33,4.93,41.04
760,8.0,0.0,0,0,29.47,0.0,4.41,72.48
761,14.0,5.0,1,0,32.17,0.0,6.05,37.09
762,14.0,5.0,1,0,32.04,0.26,6.03,35.0
763,18.0,2.0,0,0,28.03,0.15,2.97,79.32
764,14.0,5.0,1,0,32.04,0.13,5.97,33.41
765,9.0,6.0,1,0,23.79,3.37,5.04,40.98
766,14.0,5.0,1,0,32.06,0.02,6.0,34.33
767,8.0,0.0,0,0,29.45,0.0,4.47,73.81
768,20.0,4.0,0,1,22.03,7.86,2.0,28.03
769,9.0,6.0,1,0,24.2,3.14,4.92,43.16
770,9.0,6.0,1,0,23.78,3.29,5.05,41.91
771,14.0,5.0,1,0,32.12,0.13,5.99,33.56
772,9.0,6.0,1,0,23.98,3.14,4.9,41.16
773,8.0,0.0,0,0,29.46,0.04,4.58,71.5
774,8.0,0.0,0,0,29.43,0.0,4.53,72.09
775,18.0,2.0,0,0,27.87,0.0,2.92,77.18
776,14.0,5.0,1,0,32.32,0.12,6.05,32.54
777,8.0,0.0,0,0,29.69,0.2,4.49,71.9
778,14.0,5.0,1,0,32.21,0.01,5.84,33.67
779,20.0,4.0,0,1,22.28,8.17,1.83,28.07
780,8.0,0.0,0,0,29.36,0.0,4.34,73.65
781,18.0,2.0,0,0,28.14,0.2,2.87,79.02
782,20.0,4.0,0,1,22.51,8.25,2.0,27.25
783,14.0,5.0,1,0,31.73,0.0,5.97,33.21
784,20.0,4.0,0,1,22.3,7.97,1.97,28.45
785,18.0,2.0,0,0,27.93,0.15,2.99,77.76
786,14.0,5.0,1,0,31.97,0.15,5.88,36.9
787,8.0,0.0,0,0,29.45,0.12,4.55,72.49
788,9.0,6.0,1,0,23.69,3.14,4.88,42.32
789,8.0,0.0,0,0,29.36,0.02,4.49,71.1
790,9.0,6.0,1,0,23.9,3.16,4.99,42.14
791,8.0,0.0,0,0,29.44,0.0,4.48,70.62
792,8.0,0.0,0,0,29.57,0.0,4.49,72.15
793,20.0,4.0,0,1,22.35,8.0,1.89,29.99
794,14.0,5.0,1,0,31.99,0.0,6.1,34.27
795,9.0,6.0,1,1,23.86,3.09,4.88,41.73
796,9.0,6.0,1,0,24.22,3.21,5.02,41.23
797,8.0,0.0,0,0,29.69,0.03,4.62,72.94
798,18.0,2.0,0,0,28.03,0.0,3.12,79.53
799,14.0,5.0,1,0,32.14,0.0,6.0,34.71
800,14.0,5.0,1,0,31.9,0.0,5.98,33.76
801,8.0,0.0,0,0,29.26,0.0,4.36,72.2
802,9.0,6.0,1,0,23.99,3.26,5.15,40.15
803,9.0,6.0,1,0,23.94,3.36,4.98,41.7
804,20.0,4.0,0,1,22.15,8.11,1.99,29.84
805,18.0,2.0,0,0,27.83,0.0,3.04,78.54
806,8.0,0.0,0,0,29.66,0.0,4.42,72.33
807,14.0,5.0,1,0,31.74,0.0,6.08,33.19
808,9.0,6.0,1,0,23.85,3.18,4.92,42.21
809,8.0,0.0,0,0,29.19,0.0,4.57,73.08
810,14.0,5.0,1,0,31.92,0.0,6.07,35.32
811,8.0,0.0,0,0,29.53,0.0,4.33,74.15
812,20.0,4.0,0,1,22.62,8.02,2.01,27.29
813,14.0,5.0,1,0,31.65,0.0,6.0,32.82
814,18.0,2.0,0,0,28.45,0.0,2.97,77.02
815,14.0,5.0,1,0,31.73,0.14,6.02,35.02
816,8.0,0.0,0,0,29.55,0.19,4.46,74.45
817,18.0,2.0,0,0,27.98,0.04,2.88,78.34
818,18.0,2.0,0,0,28.05,0.0,2.97,81.6
819,20.0,4.0,0,1,22.13,7.99,2.06,28.97
820,20.0,4.0,0,1,22.23,7.9,2.04,28.45
821,18.0,2.0,0,0,28.59,0.04,2.98,77.63
822,20.0,4.0,0,1,22.49,8.15,2.03,29.7
823,14.0,5.0,1,0,31.71,0.04,6.05,35.03
824,14.0,5.0,1,0,32.21,0.05,5.99,35.37
825,18.0,2.0,0,0,27.98,0.0,2.99,79.45
826,14.0,5.0,1,0,31.61,0.0,6.08,35.5
827,9.0,6.0,1,0,23.97,3.13,4.95,42.01
828,14.0,5.0,1,0,31.68,0.0,6.02,33.62
829,18.0,2.0,0,0,27.91,0.03,2.99,79.45
830,20.0,4.0,0,1,22.43,7.79,2.18,28.94
831,20.0,4.0,0,1,22.14,8.02,2.03,30.13
832,9.0,6.0,1,0,23.93,3.0,4.99,42.28
833,9.0,6.0,1,0,23.97,3.17,5.0,42.2
834,9.0,6.0,1,0,24.28,3.28,4.92,42.35
835,14.0,5.0,1,0,31.8,0.17,6.04,35.59
836,18.0,2.0,0,0,28.16,0.2,3.09,79.46
837,18.0,2.0,0,0,28.02,0.12,2.9,79.98
838,9.0,6.0,1,0,24.12,3.31,5.04,40.38
839,20.0,4.0,0,1,22.22,7.94,2.0,30.26
840,14.0,5.0,1,0,31.78,0.11,6.03,33.29
841,18.0,2.0,0,0,28.01,0.0,3.02,78.85
842,8.0,0.0,0,0,29.65,0.0,4.52,72.11
843,18.0,2.0,0,0,28.19,0.0,3.02,77.36
844,9.0,6.0,1,0,23.52,3.48,5.06,39.81
845,14.0,5.0,1,0,31.93,0.05,6.02,33.28
846,20.0,4.0,0,1,22.15,8.01,1.96,28.09
847,18.0,2.0,0,0,28.45,0.07,3.07,80.4
848,18.0,2.0,0,0,28.27,0.0,3.09,79.16
849,20.0,4.0,0,1,22.65,7.95,1.97,28.24
850,18.0,2.0,0,0,28.14,0.0,2.98,79.69
851,9.0,6.0,1,0,24.19,3.08,5.01,41.58
852,8.0,0.0,0,0,29.69,0.0,4.47,71.27
853,18.0,2.0,0,0,28.09,0.0,2.93,79.27
854,14.0,5.0,1,0,31.81,0.27,5.94,34.42
855,18.0,2.0,0,0,28.07,0.0,2.92,79.67
856,18.0,2.0,0,0,28.03,0.05,2.96,78.03
857,9.0,6.0,1,0,23.88,3.3,4.97,41.45
858,14.0,5.0,1,0,31.79,0.29,5.96,35.05
859,8.0,0.0,0,0,29.72,0.14,4.45,73.08
860,20.0,4.0,0,1,22.62,7.93,1.95,29.16
861,20.0,4.0,0,1,22.11,8.0,1.88,29.31
862,8.0,0.0,0,0,29.45,0.2,4.53,73.64
863,8.0,0.0,0,0,29.33,0.13,4.48,72.38
864,20.0,4.0,0,1,22.17,7.89,1.94,29.78
865,8.0,0.0,0,0,29.67,0.19,4.52,72.44
866,14.0,5.0,1,0,32.2,0.0,6.0,34.09
867,14.0,5.0,1,0,31.94,0.09,6.0,34.37
868,20.0,4.0,0,1,22.17,7.98,2.13,30.11
869,9.0,6.0,1,0,23.89,3.51,4.9,41.64
870,20.0,4.0,0,1,22.3,8.03,2.2,27.99
871,18.0,2.0,0,0,28.41,0.0,2.98,81.6
872,20.0,4.0,0,1,22.42,7.92,1.92,25.52
873,14.0,5.0,1,0,31.94,0.0,6.02,33.38
874,20.0,4.0,0,1,22.26,7.98,2.08,28.49
875,18.0,2.0,0,0,28.2,0.0,2.91,79.88
876,14.0,5.0,1,0,31.68,0.0,5.99,32.31
877,9.0,6.0,1,0,24.15,3.24,4.98,41.11
878,14.0,5.0,1,0,32.03,0.0,6.03,34.6
879,9.0,6.0,1,0,23.86,3.16,4.92,42.79
880,18.0,2.0,0,0,28.27,0.08,2.99,78.7
881,8.0,0.0,0,0,29.64,0.04,4.43,72.63
882,14.0,5.0,1,0,31.98,0.09,5.99,35.8
883,14.0,5.0,1,0,32.09,0.09,6.04,33.63
884,8.0,0.0,0,0,29.15,0.17,4.52,72.25
885,14.0,5.0,1,0,32.13,0.02,6.07,34.73
886,20.0,4.0,0,1,22.35,8.08,2.04,29.64
887,8.0,0.0,0,0,29.48,0.25,4.53,71.31
888,20.0,4.0,0,1,22.39,7.79,2.02,27.91
889,18.0,2.0,0,0,27.86,0.11,3.04,79.41
890,20.0,4.0,0,1,22.59,7.96,2.01,27.49
891,18.0,2.0,0,0,27.94,0.0,3.01,79.09
892,9.0,6.0,1,0,24.07,3.1,5.02,40.87
893,18.0,2.0,0,0,27.99,0.05,2.93,77.71
894,18.0,2.0,0,0,27.92,0.04,2.92,78.64
895,20.0,4.0,0,1,22.3,7.85,2.05,28.62
896,9.0,6.0,1,0,24.24,3.26,5.08,41.12
897,8.0,0.0,0,0,29.44,0.18,4.49,70.15
898,14.0,5.0,1,0,32.04,0.13,6.18,35.48
899,20.0,4.0,0,1,22.34,7.95,1.99,27.31
900,14.0,5.0,1,0,32.38,0.29,5.95,32.1
901,9.0,6.0,1,0,23.85,3.11,4.87,41.68
902,8.0,0.0,0,0,29.75,0.0,4.55,70.34
903,18.0,2.0,0,0,27.91,0.37,3.04,79.89
904,18.0,2.0,0,0,27.87,0.0,2.93,77.96
905,9.0,6.0,1,0,24.12,3.17,4.88,42.04
906,9.0,6.0,1,0,23.9,3.19,5.02,43.49
907,9.0,6.0,1,0,24.1,3.3,4.86,41.8
908,14.0,5.0,1,0,32.24,0.0,5.94,34.28
909,9.0,6.0,1,0,24.12,3.18,5.08,42.24
910,18.0,2.0,0,0,28.0,0.08,2.81,81.51
911,14.0,5.0,1,0,32.09,0.0,6.04,33.39
912,14.0,5.0,1,0,31.88,0.07,5.98,34.48
913,18.0,2.0,0,0,28.2,0.05,2.99,78.18
914,14.0,5.0,1,0,32.03,0.0,6.22,35.59
915,9.0,6.0,1,0,23.67,3.32,5.0,43.54
916,9.0,6.0,1,0,23.75,3.11,4.98,41.32
917,18.0,2.0,0,1,27.93,0.06,3.01,79.41
918,20.0,4.0,0,1,22.34,8.1,1.94,27.35
919,18.0,2.0,0,0,28.16,0.11,2.98,78.38
920,18.0,2.0,0,0,28.17,0.0,2.94,79.52
921,9.0,6.0,1,0,24.01,2.85,4.99,41.7
922,18.0,2.0,0,0,27.92,0.0,3.11,77.82
923,18.0,2.0,0,0,28.4,0.05,3.04,80.35
924,18.0,2.0,0,0,28.27,0.02,2.93,77.66
925,9.0,6.0,1,0,24.38,3.34,5.07,42.18
926,18.0,2.0,0,0,28.44,0.0,2.99,77.5
927,9.0,6.0,1,0,24.17,2.98,5.04,41.49
